-3.0222 6.4770 -4.3199 -10.7650 -12.2434
-3.8638 8.2550 -3.4552 -8.5495 -10.5190
-3.4040 5.1540 -5.8886 -9.3650 -8.7849
-2.5876 5.6190 -4.7585 -7.9653 -10.4834
-3.8102 7.7190 -5.4813 -6.6246 -7.7385
-2.8933 5.8078 -5.5935 -7.0939 -8.4641
-2.3651 6.7842 -4.5226 -8.7251 -10.1082
-3.3766 5.5585 -4.5028 -8.8487 -10.7845
-2.8860 8.9390 -4.9330 -10.1757 -10.8228
-2.8618 7.0577 -2.6803 -6.0631 -9.7814
-1.8414 6.2989 -5.3711 -8.1617 -11.7488
-3.4954 7.1691 -5.7695 -4.6674 -7.4101
-3.6675 3.3021 -3.1775 -8.5515 -8.9272
-2.1401 9.1405 -3.7284 -8.2443 -6.7962
-2.8387 8.9656 -4.7074 -8.1445 -10.8286
-3.4098 7.7984 -3.3760 -5.4428 -7.3941
-2.3135 8.8860 -2.3658 -8.8421 -10.0484
-2.0212 7.1053 -1.0938 -8.3998 -7.1323
-2.6871 9.0097 -3.4465 -7.0190 -8.3145
-3.0260 6.8373 -4.9494 -6.2242 -9.6948
-2.9244 5.6239 -4.1521 -6.3154 -7.2014
-2.2647 7.6416 -2.6664 -10.0478 -8.9046
-4.5490 6.6112 -4.4158 -5.5574 -9.9962
-2.5054 6.5354 -3.8773 -4.4230 -8.1309
-4.0346 7.7380 -2.2519 -8.6902 -11.0489
-3.8567 6.2587 -2.5953 -7.3428 -9.7430
-3.5625 5.0861 -3.6202 -7.4184 -8.8435
-3.3040 8.1831 -2.0373 -9.6558 -11.2177
-2.2504 5.8162 -4.7729 -8.5122 -11.3874
-2.9957 6.7989 -3.0534 -7.8878 -8.4884
-2.4161 9.1607 -1.9400 -8.6807 -9.1871
-2.1985 9.6585 -4.8978 -7.5050 -8.3845
-4.2416 6.1990 -4.1856 -8.4136 -10.3833
-3.1444 7.5695 -6.2361 -8.0846 -9.8771
-3.1628 6.9361 -5.2153 -10.6729 -10.4010
-1.5059 7.1450 -4.7499 -8.8775 -6.2475
-2.8984 7.3720 -4.4923 -6.1159 -7.2003
-3.2489 7.5654 -3.6713 -12.2111 -9.6918
-2.7933 8.7642 -4.7972 -6.2565 -9.6577
-2.8287 6.5047 -4.9489 -7.0262 -8.7181
-2.6130 7.9519 -2.9301 -7.4205 -9.6582
-4.1638 6.0209 -3.5643 -10.9961 -14.4601
-2.8862 7.5319 -4.0246 -8.9517 -7.1920
-2.7515 7.1157 -5.9392 -9.5753 -10.3569
-2.5750 7.6038 -3.2014 -6.9400 -9.0802
-2.5012 6.1045 -5.8743 -8.3819 -10.5932
-3.0702 7.3305 -4.9634 -6.7662 -9.5739
-2.4966 7.8320 -3.5186 -8.0982 -7.6986
-3.0217 9.5251 -3.7119 -9.1307 -10.8646
-3.8277 6.2220 -4.4410 -8.6668 -8.7750
-3.7868 8.0994 -5.3889 -8.8919 -6.8260
-2.4644 6.5482 -4.5115 -8.2593 -9.9981
-3.0841 7.9721 -3.8905 -7.3503 -8.4621
-2.4722 6.2832 -3.2036 -6.3735 -10.0574
-1.3337 8.3168 -5.4704 -7.3050 -9.5680
-3.0910 9.1129 -6.0125 -9.2992 -10.7428
-2.3756 7.2537 -3.7183 -8.9032 -8.4865
-2.3137 6.7659 -4.3914 -8.9284 -7.6594
-2.1640 6.9193 -4.6904 -8.7791 -11.5896
-3.5704 8.4224 -5.0546 -8.0785 -7.7223
-3.0149 4.1407 -4.0980 -10.2420 -10.1171
-1.2958 5.9781 -3.9000 -10.8295 -10.6375
-2.5895 5.4133 -5.7816 -8.1923 -11.0383
-3.2936 5.8637 -2.5307 -9.3220 -8.5050
-1.7030 7.5413 -6.7794 -6.2594 -10.2111
-3.6964 5.4669 -4.3527 -10.3547 -8.5275
-1.6832 5.6183 -4.6159 -7.7051 -10.1994
-2.5297 5.9928 -0.4125 -7.9410 -8.7365
-3.6769 8.5816 -4.7923 -9.9148 -7.1779
-3.4733 7.7026 -6.0702 -11.1829 -8.0884
-3.3896 8.0541 -6.1430 -5.9523 -7.2367
-1.9787 7.9554 -2.0898 -6.5499 -7.1125
-2.5517 9.5208 -3.8636 -10.2389 -9.5086
-1.5655 7.8402 -5.2357 -9.0443 -8.5822
-2.8856 6.3979 -2.8176 -9.7173 -8.6900
-2.2565 7.3718 -4.3468 -7.0109 -10.6648
-3.1516 5.1348 -3.7798 -7.9154 -10.6866
-3.9196 6.9390 -3.6860 -6.9799 -9.8308
-2.4616 8.5678 -4.4618 -9.0506 -10.3846
-2.5980 6.8125 -3.6966 -9.0992 -8.4588
-3.1637 6.8828 -4.8153 -8.7701 -10.3160
-2.6095 4.9909 -5.7502 -9.1339 -7.3689
-3.6810 9.3049 -2.7500 -6.5076 -9.2587
-3.3869 5.0944 -6.8755 -8.6600 -9.2100
-2.0303 7.1884 -4.5876 -6.5117 -7.7741
-3.8297 10.4114 -3.4744 -9.6327 -7.9466
-3.2455 5.6843 -6.5554 -8.4538 -9.5845
-2.3034 5.8441 -3.1359 -7.3931 -8.4809
-2.0195 3.9605 -3.7439 -6.9330 -13.4061
-3.9827 5.6726 -1.8044 -8.9951 -7.9874
-3.2783 8.4362 -4.5130 -9.0166 -12.1568
-1.1134 5.4536 -3.6784 -8.9797 -10.3137
-2.9135 7.4490 -4.6144 -7.1792 -9.2384
-4.0947 6.8275 -3.0021 -11.0321 -10.1147
-2.5895 7.0848 -4.5840 -5.9423 -8.9227
-2.9398 6.2411 -5.8971 -7.0072 -8.9965
-3.0038 9.5741 -5.1445 -11.4816 -8.5176
-1.8925 6.0516 -2.3954 -8.7807 -8.5757
-2.9260 8.1439 -5.0568 -7.3822 -7.5152
-4.1975 7.3757 -5.0865 -5.8718 -7.9971
