2.39620 3.85498 -26.98403 -60.02989 -27.18972 -2.67441 1.83471 14.17357
-3.62076 -7.62490 0.25066 4.57241 3.24172 41.31951 22.35982 -4.50572
13.94003 -2.15486 0.76461 -5.88246 -2.89446 18.92780 13.22119 2.83053
9.15447 6.44320 -31.01238 -54.17554 -19.54205 -2.76198 8.68855 0.30224
13.90394 -10.03451 0.58880 19.65541 12.33828 34.82854 4.82152 -10.73856
8.86890 -16.19401 -50.65466 -30.70082 -3.30214 4.68966 4.03875 -22.87953
22.01124 11.88899 4.62696 -19.81817 5.95454 -10.28509 -31.87682 18.23988
6.31036 10.06521 -22.66623 -29.33254 -6.58344 2.54137 -12.26621 17.11288
6.89170 -23.22113 -11.35119 -13.95152 -9.98067 18.16345 3.40031 5.90317
-9.95313 -26.65585 -36.98648 -24.09093 -15.29396 51.62811 38.64172 -8.01597
8.53564 20.35019 15.70036 4.51666 -8.37033 9.80746 8.53206 3.98738
32.57015 12.52838 -6.20072 -15.20146 -0.27361 -12.40268 -24.36946 2.99623
9.06205 -9.66241 -21.64131 -11.75860 -6.65638 -7.12390 -1.52132 -8.31548
9.29149 -1.93557 -3.60955 12.19353 18.34329 32.57074 -16.18841 -2.43920
13.48005 -13.75539 -0.47580 -30.28707 -11.65858 -8.33208 -13.57305 12.06214
18.69305 -3.79757 -4.96420 19.92054 23.47434 13.70519 -12.16794 -31.15417
4.68323 -18.27023 3.94628 -12.72990 6.02512 -27.26760 -41.15293 -1.69847
8.00099 16.16085 -1.65269 -7.88597 -15.52668 33.80062 19.50000 14.31953
21.52960 45.73945 -5.00964 -25.31852 3.35666 2.84346 -35.78465 28.61202
11.06306 5.58573 20.06029 9.98691 10.42763 20.40460 3.23472 -3.87994
17.38183 0.31625 -4.33688 8.68401 7.04992 1.75001 -3.04437 -19.61034
4.69561 -24.02427 6.77626 -6.85226 6.38277 -9.88260 -21.46231 2.43498
10.70567 0.68419 -7.38201 -25.77866 -5.84428 -39.44710 -30.72565 -5.20158
19.78650 -4.09084 4.24147 1.94839 -2.32956 8.63704 2.15820 -6.46390
4.05451 -7.71627 4.10563 7.94523 9.97161 -2.15720 -25.72960 9.51579
17.27812 -6.67113 15.02678 8.33524 23.76972 16.15977 -21.58224 -1.45618
20.57410 -19.11585 -5.01900 4.56295 8.78760 3.21679 -15.18953 -18.54802
6.08345 -10.36180 11.47480 2.40083 9.21520 24.23474 -8.38316 14.42471
-14.02317 -24.92364 -16.65568 -15.78799 -2.64414 7.37755 9.47373 -21.93241
8.10706 -3.55940 9.51088 -18.07164 3.76080 1.05994 -14.28790 18.37775
7.18925 8.19234 14.58447 17.38052 25.19096 30.17064 -13.41607 3.42535
4.56208 20.28625 15.21902 11.99613 11.66610 9.71629 -18.94070 5.03649
9.29412 -2.68782 -9.71281 -3.32185 -2.13151 17.90063 3.88163 -3.66686
27.12113 -3.54053 -10.38353 -13.75230 -1.87098 1.91344 0.61855 -19.82327
-2.84296 -34.82194 2.90973 -2.64997 11.88241 -14.85082 -20.85731 -24.34062
-13.72671 -13.37195 20.95314 8.13107 5.80272 11.02505 6.46171 5.11767
3.99541 -24.73648 -15.32236 -0.68183 0.73756 28.21225 10.18541 -21.42200
-1.93972 -16.87949 -4.50853 1.43257 10.23798 -9.11346 -14.53824 -9.52373
-4.49386 -18.98589 8.61824 34.14690 21.59882 36.85530 -8.76845 -5.27267
4.01672 -7.34307 -4.63510 -2.43318 8.60086 2.02568 -17.47136 -3.56375
-6.36493 -20.04315 -15.98774 -26.57603 -12.23750 33.70681 15.65975 11.45581
7.81976 -0.00189 -10.73076 -24.45675 -3.17260 -2.16931 -7.88597 13.88273
-3.06240 -8.29686 -12.04212 -17.32871 2.22277 1.47273 -3.73511 -7.48316
2.53617 -3.36463 1.60071 8.94468 -3.84270 22.49086 22.87610 3.03912
17.41116 -23.86670 19.47477 9.53600 15.00461 12.41025 -15.41715 0.87332
22.90430 -42.02008 -5.54584 2.10894 15.35167 -14.59372 -30.18802 -25.44530
24.39172 -19.75790 -15.38422 -18.97504 -5.27298 3.85290 1.83025 -10.80691
12.16846 -13.44591 -48.76489 -69.27502 -20.48965 12.61495 -16.64330 19.38199
35.87931 -37.54771 5.44793 -1.12333 21.32019 -14.72263 -49.97030 -9.81359
27.05447 -3.04271 12.16432 -6.60290 11.80050 4.79243 -26.69486 12.02853
34.70738 -11.61948 -10.99851 -20.14901 1.15894 27.05599 -4.37619 -5.14829
-7.01677 -3.49483 -13.06832 -21.40351 -8.07844 -10.13723 -6.16135 9.36914
14.67882 -5.34124 -4.43306 -3.55896 -2.40488 -5.03393 -8.37463 -2.33104
12.81561 -3.33942 -32.03921 -40.44486 -11.40871 -2.27506 -12.46115 7.81309
14.19555 -16.03650 -12.25920 6.63314 17.12384 2.65142 -18.91169 -18.90666
-8.04195 -7.53517 -16.59098 10.62836 3.68938 14.37716 0.13244 -3.54546
24.85829 -5.00004 -28.71611 -51.49014 -5.29000 -12.71144 -45.01301 23.25728
-8.19576 8.33533 3.84520 -4.95756 2.43006 -24.89888 -8.69259 -4.29496
33.63583 -3.99533 -15.13918 -18.40305 -1.02237 -26.43918 -38.92167 1.93916
3.54555 -4.85359 -3.81620 -10.48721 4.63854 15.74948 -4.74840 6.97427
1.12658 -3.79707 -21.03822 -18.51446 -16.67011 29.34069 16.69508 17.26491
23.69266 28.70810 2.27599 -12.61577 6.90633 -24.96733 -38.03708 11.01000
6.61844 -16.60165 -17.48684 -17.27272 -1.13560 16.93154 -3.83619 -1.73350
2.43604 -12.97725 9.12138 1.23136 3.44272 19.87266 4.69935 2.02339
14.09451 4.30761 12.59565 35.69728 22.36142 18.46327 -8.89397 -28.64596
7.53269 -22.14808 -15.56271 13.43622 18.13550 15.51911 -12.38910 -20.30823
28.28727 -10.02737 -0.55817 2.11852 13.33583 9.22086 -22.10234 -11.15077
17.13859 -40.20716 -5.75207 -6.03439 5.26723 -24.39508 -35.67925 -6.98946
19.78459 -13.06036 18.47294 10.99428 14.61339 -4.03403 -13.69185 -5.92254
-5.54015 -11.65201 -20.63904 -33.61459 -19.78442 20.24793 16.06804 11.83224
11.95613 -7.86643 -16.66267 -39.97954 1.21731 -5.55883 -25.18669 16.72826
-2.15156 -39.19413 -31.97082 -22.52560 3.08469 17.53192 0.09971 -12.28749
-10.37333 5.21622 -42.10285 -28.02976 -11.91114 10.15428 11.15156 4.26826
11.89783 6.67389 -21.16403 -27.38958 -5.32831 4.12222 -8.25661 -2.04599
-7.36700 4.39389 -4.88867 -10.42887 -3.10294 8.96486 5.84370 10.56978
5.94795 -1.67052 -20.62536 -11.48722 -14.08719 22.04959 19.08616 6.06423
14.47447 -38.22384 -7.05797 -1.18451 -1.71543 7.47431 -10.34447 -1.93378
13.15673 -40.32735 -4.37829 20.91710 10.55069 -11.91931 -19.90833 -26.50637
2.35207 -33.28978 14.74446 4.30006 13.10367 14.61634 -25.01992 16.31308
7.65981 -12.15072 -16.33004 -13.01496 -0.77789 18.57616 4.03835 2.13778
12.70981 12.65036 -15.07069 15.89311 13.46174 -13.02316 -13.15869 -38.39816
18.98955 -4.84822 16.99823 21.19116 24.75960 -33.61667 -46.81872 -14.87002
4.66710 24.33792 9.20275 21.38886 17.95023 29.19220 -16.19416 24.10415
-2.10210 4.91417 1.04989 -44.41442 -13.18359 19.11742 -4.03582 29.57352
9.60849 -2.67120 5.86685 -30.47344 -9.86736 0.32425 -17.76282 34.09367
-4.44740 -23.55923 24.02640 18.12716 13.17091 34.97477 6.51636 -2.40489
17.34774 22.52883 -11.02922 -28.45259 3.57819 -11.34106 -29.08179 3.62729
3.76892 -26.66406 6.25282 10.13062 1.04483 44.11011 11.14055 5.47291
-3.79549 3.23433 26.15938 6.92824 3.91072 10.90619 4.37677 11.08743
