7.8220 1.5656 -8.0574 8.6411 5.8240
7.5992 1.1327 -6.7759 7.8951 5.6443
8.8499 1.6091 -9.3185 10.1244 5.4821
8.3319 2.4861 -7.5263 8.1662 5.0829
8.1744 1.4710 -5.2568 8.4780 6.0839
7.6790 0.2209 -8.0238 9.8824 4.1260
7.1282 0.0780 -7.1129 10.0840 4.9713
3.6686 1.5872 -7.6065 7.8648 3.8731
9.5292 1.4021 -6.6464 9.0171 5.0537
8.8265 2.0638 -8.9999 9.3333 2.9184
9.0149 2.2738 -7.8024 11.0177 5.7530
7.7773 1.0591 -9.5292 9.9036 3.1840
8.0597 1.7713 -7.6376 9.4846 4.8357
7.6295 1.5779 -7.5486 8.6076 4.5142
5.7595 2.4516 -8.4929 8.4540 8.1954
10.1745 2.5220 -9.2118 9.1687 4.8519
6.2165 -0.5721 -7.7797 10.1595 4.1265
5.8888 -0.4662 -6.6955 8.3621 6.9738
7.8259 1.6542 -7.3908 9.2585 3.6729
10.0838 1.0449 -4.4189 8.6332 4.9152
6.2921 0.8407 -8.2767 9.8784 5.6835
6.8760 3.1711 -8.7525 7.2651 4.2908
9.1762 0.6534 -7.7667 8.8678 4.3457
8.6230 1.9133 -5.5090 10.1994 3.7377
11.8902 1.1318 -8.3344 8.0501 4.6150
6.4953 -0.6013 -8.9187 8.1431 3.4932
11.1420 1.6344 -7.5259 9.6186 5.4119
8.3426 0.2260 -7.2159 9.8003 6.5231
8.3719 -0.6571 -6.1027 8.4044 5.2020
8.5867 1.9154 -4.3134 8.6439 4.2321
8.1288 2.5290 -8.1412 10.8757 2.8589
9.7009 0.7393 -7.7046 8.6537 5.3570
7.9027 1.8077 -7.6972 9.5719 2.6669
7.0068 1.0963 -6.2693 8.2032 5.4956
6.7852 0.2867 -5.3548 8.2070 3.4511
8.0186 2.6453 -7.0722 9.8493 5.7561
9.9168 2.0593 -5.8647 8.7753 3.7707
8.6984 0.8791 -9.4207 9.1577 6.6857
7.7002 3.4699 -7.0178 9.4436 5.7263
6.9199 0.6230 -7.9553 9.6026 6.3528
12.1491 1.1660 -9.3873 8.2056 5.4722
6.6679 1.4883 -5.9296 10.1091 4.9893
8.4763 1.9504 -7.2406 9.9154 3.4581
7.8723 2.1150 -6.4533 8.8572 4.3934
11.5363 2.7983 -7.7803 8.2657 4.1753
9.4731 1.6278 -6.9446 9.9651 1.9215
11.6612 2.0609 -7.8056 8.4174 5.1651
8.1329 0.9466 -7.8864 9.9322 4.8208
6.0523 1.1738 -6.7355 7.5867 2.8773
8.7341 1.3137 -8.4437 7.7554 5.9301
10.3121 1.9814 -6.3683 9.6831 6.6461
6.2718 1.6184 -6.0470 8.2004 4.7141
10.2376 0.9422 -7.7695 8.5862 4.2130
9.2588 1.4391 -8.5301 9.1842 4.5650
9.3720 0.9655 -7.8493 8.9198 4.9696
8.9662 -0.1193 -8.4987 6.0987 5.8685
7.6274 -0.9749 -7.6373 9.3148 5.6357
8.6891 1.2376 -6.1917 7.8709 2.2080
7.1096 -0.4256 -8.3993 7.8873 4.0039
8.2293 1.3790 -9.8938 8.2952 3.2525
9.5815 1.8314 -7.8446 8.3463 3.9308
9.2359 0.3548 -8.5154 8.3302 7.2132
8.8658 0.2038 -7.8239 9.2657 4.2993
8.2243 1.4826 -8.9801 9.5391 1.4092
6.3769 2.9061 -6.1201 8.9673 4.3304
6.0646 1.3227 -6.1931 9.8525 2.2145
9.4499 2.3040 -6.7829 7.0460 3.6447
7.9425 1.1181 -6.0917 8.1680 2.6649
7.8269 2.3019 -6.9544 9.7821 6.2057
8.6945 1.2600 -6.5329 9.7080 5.7831
6.6308 -0.1111 -8.9991 9.2969 4.7310
6.1364 1.6114 -7.9511 7.9136 6.6762
9.2829 1.9020 -7.4609 8.6907 5.4874
9.3191 0.3138 -6.2562 9.1909 4.8222
7.4065 0.7225 -8.3295 7.8918 4.1333
10.4451 0.7346 -8.0856 9.4120 3.8147
7.5060 0.8811 -7.6543 7.6380 3.0245
9.2989 1.0264 -7.2317 7.5201 5.2270
5.6143 0.8650 -10.9963 9.3055 3.7783
7.7305 1.4869 -5.6973 8.5172 5.5485
8.2030 -0.0745 -8.3641 9.3633 3.7160
11.5257 0.8975 -5.5323 8.7553 3.0486
7.8527 1.1039 -7.4808 9.0861 3.9011
10.5671 1.2922 -6.8173 7.3919 2.9617
7.9252 0.8818 -8.2155 8.4912 6.5507
7.1739 2.6790 -7.8232 9.5995 4.8493
8.7269 1.1389 -7.5305 9.7876 3.3065
7.9988 2.9205 -6.5545 8.8714 5.5116
6.5161 1.8955 -6.6540 8.6242 3.7759
6.3726 1.3747 -7.1290 7.4637 2.7248
8.8013 2.1145 -6.3481 9.0865 5.1973
9.5996 1.4557 -6.3390 10.9794 4.8662
7.3232 0.0930 -7.0255 9.1779 2.7694
11.0275 1.1301 -8.1716 7.6292 5.3234
6.9472 2.0666 -4.9400 9.2147 4.2740
7.7621 0.9437 -8.2899 7.8342 5.2291
8.9950 0.3549 -5.9492 8.5418 4.2727
8.7913 -0.1551 -9.1413 9.7445 5.5571
9.1035 2.3897 -9.0191 8.9600 4.8035
7.8279 1.6127 -10.1615 8.9908 4.5055
