9.0149 2.2738 -7.8024 11.0177 5.7530
8.3319 2.4861 -7.5263 8.1662 5.0829
6.4953 -0.6013 -8.9187 8.1431 3.4932
7.8723 2.1150 -6.4533 8.8572 4.3934
9.4731 1.6278 -6.9446 9.9651 1.9215
-3.3869 5.0944 -6.8755 -8.6600 -9.2100
-2.6130 7.9519 -2.9301 -7.4205 -9.6582
-3.3896 8.0541 -6.1430 -5.9523 -7.2367
-2.1985 9.6585 -4.8978 -7.5050 -8.3845
9.4499 2.3040 -6.7829 7.0460 3.6447
-2.8856 6.3979 -2.8176 -9.7173 -8.6900
10.1745 2.5220 -9.2118 9.1687 4.8519
-2.2565 7.3718 -4.3468 -7.0109 -10.6648
-3.4098 7.7984 -3.3760 -5.4428 -7.3941
8.9950 0.3549 -5.9492 8.5418 4.2727
8.6945 1.2600 -6.5329 9.7080 5.7831
10.0838 1.0449 -4.4189 8.6332 4.9152
-3.2455 5.6843 -6.5554 -8.4538 -9.5845
-4.1975 7.3757 -5.0865 -5.8718 -7.9971
-2.4644 6.5482 -4.5115 -8.2593 -9.9981
-3.5704 8.4224 -5.0546 -8.0785 -7.7223
-3.2455 5.6843 -6.5554 -8.4538 -9.5845
-3.7868 8.0994 -5.3889 -8.8919 -6.8260
-3.8297 10.4114 -3.4744 -9.6327 -7.9466
7.4065 0.7225 -8.3295 7.8918 4.1333
10.3121 1.9814 -6.3683 9.6831 6.6461
-3.4040 5.1540 -5.8886 -9.3650 -8.7849
-2.1401 9.1405 -3.7284 -8.2443 -6.7962
-2.2504 5.8162 -4.7729 -8.5122 -11.3874
-2.8860 8.9390 -4.9330 -10.1757 -10.8228
-2.5980 6.8125 -3.6966 -9.0992 -8.4588
-2.8618 7.0577 -2.6803 -6.0631 -9.7814
-2.9135 7.4490 -4.6144 -7.1792 -9.2384
-2.3034 5.8441 -3.1359 -7.3931 -8.4809
-3.2489 7.5654 -3.6713 -12.2111 -9.6918
-3.4954 7.1691 -5.7695 -4.6674 -7.4101
9.5815 1.8314 -7.8446 8.3463 3.9308
7.8259 1.6542 -7.3908 9.2585 3.6729
8.8499 1.6091 -9.3185 10.1244 5.4821
7.0068 1.0963 -6.2693 8.2032 5.4956
8.9950 0.3549 -5.9492 8.5418 4.2727
6.0646 1.3227 -6.1931 9.8525 2.2145
-3.6810 9.3049 -2.7500 -6.5076 -9.2587
7.7621 0.9437 -8.2899 7.8342 5.2291
11.0275 1.1301 -8.1716 7.6292 5.3234
-2.8984 7.3720 -4.4923 -6.1159 -7.2003
8.8499 1.6091 -9.3185 10.1244 5.4821
-1.8925 6.0516 -2.3954 -8.7807 -8.5757
-3.1444 7.5695 -6.2361 -8.0846 -9.8771
7.1096 -0.4256 -8.3993 7.8873 4.0039
-2.5012 6.1045 -5.8743 -8.3819 -10.5932
-2.6095 4.9909 -5.7502 -9.1339 -7.3689
-3.4954 7.1691 -5.7695 -4.6674 -7.4101
8.8499 1.6091 -9.3185 10.1244 5.4821
7.5992 1.1327 -6.7759 7.8951 5.6443
5.6143 0.8650 -10.9963 9.3055 3.7783
7.9027 1.8077 -7.6972 9.5719 2.6669
-4.2416 6.1990 -4.1856 -8.4136 -10.3833
7.8279 1.6127 -10.1615 8.9908 4.5055
-2.8862 7.5319 -4.0246 -8.9517 -7.1920
7.1096 -0.4256 -8.3993 7.8873 4.0039
-3.9196 6.9390 -3.6860 -6.9799 -9.8308
3.6686 1.5872 -7.6065 7.8648 3.8731
-2.8860 8.9390 -4.9330 -10.1757 -10.8228
9.2359 0.3548 -8.5154 8.3302 7.2132
8.9950 0.3549 -5.9492 8.5418 4.2727
-2.1985 9.6585 -4.8978 -7.5050 -8.3845
-2.7933 8.7642 -4.7972 -6.2565 -9.6577
8.6891 1.2376 -6.1917 7.8709 2.2080
-2.2504 5.8162 -4.7729 -8.5122 -11.3874
-2.2565 7.3718 -4.3468 -7.0109 -10.6648
-2.1640 6.9193 -4.6904 -8.7791 -11.5896
-3.1628 6.9361 -5.2153 -10.6729 -10.4010
9.0149 2.2738 -7.8024 11.0177 5.7530
8.6230 1.9133 -5.5090 10.1994 3.7377
-2.8860 8.9390 -4.9330 -10.1757 -10.8228
9.2989 1.0264 -7.2317 7.5201 5.2270
3.6686 1.5872 -7.6065 7.8648 3.8731
-1.8414 6.2989 -5.3711 -8.1617 -11.7488
8.6984 0.8791 -9.4207 9.1577 6.6857
-2.2647 7.6416 -2.6664 -10.0478 -8.9046
9.4499 2.3040 -6.7829 7.0460 3.6447
8.8013 2.1145 -6.3481 9.0865 5.1973
-3.8102 7.7190 -5.4813 -6.6246 -7.7385
7.6295 1.5779 -7.5486 8.6076 4.5142
-2.4161 9.1607 -1.9400 -8.6807 -9.1871
-2.3756 7.2537 -3.7183 -8.9032 -8.4865
-3.5704 8.4224 -5.0546 -8.0785 -7.7223
7.9425 1.1181 -6.0917 8.1680 2.6649
-2.9135 7.4490 -4.6144 -7.1792 -9.2384
-3.2783 8.4362 -4.5130 -9.0166 -12.1568
5.8888 -0.4662 -6.6955 8.3621 6.9738
6.6679 1.4883 -5.9296 10.1091 4.9893
-2.8287 6.5047 -4.9489 -7.0262 -8.7181
-2.6130 7.9519 -2.9301 -7.4205 -9.6582
-3.0217 9.5251 -3.7119 -9.1307 -10.8646
-2.5517 9.5208 -3.8636 -10.2389 -9.5086
-4.1638 6.0209 -3.5643 -10.9961 -14.4601
6.7852 0.2867 -5.3548 8.2070 3.4511
-2.5895 5.4133 -5.7816 -8.1923 -11.0383
