78.3129 -4.2451 -3.4763 -1.5880 -1.0023 -0.3628
107.3343 5.1591 8.2904 5.1649 -2.1285 -4.3012
111.3432 2.8398 8.1396 -7.9304 8.1937 -3.3940
170.6750 2.3629 7.4354 7.7516 6.5527 0.8028
122.6193 -0.5523 6.2164 9.8986 1.4263 -4.9894
93.4343 -1.2343 -0.2663 -9.0407 -2.9710 6.8160
65.6791 4.9618 7.7194 7.0073 -8.6803 -8.2046
137.7632 2.3724 3.4071 0.8695 5.1926 1.0297
79.3353 4.7993 -2.6433 -8.8042 -6.5040 6.4766
162.4585 -6.4178 9.9853 4.0554 -3.1788 9.8955
143.8071 7.3662 5.6745 4.2817 -2.1303 4.1478
55.4364 6.0521 -1.7024 -0.1647 -5.2105 -5.1393
74.7663 -3.1058 1.5786 -1.7449 -4.4112 -0.4553
156.8128 -9.8572 4.5823 7.5527 -3.4390 9.6747
78.4501 6.9695 3.5498 0.9240 1.3201 -8.7674
40.9961 7.9088 8.1484 -9.9928 -7.4568 -4.6718
66.3140 -6.4337 -5.0391 -5.3887 3.0347 -2.6607
162.8250 2.2431 -7.4849 6.5164 2.2626 9.4005
129.6044 -2.4285 2.4364 -0.3484 9.0702 -1.6283
56.8189 -8.7363 -6.2596 8.2169 0.7262 -9.8611
121.5279 -1.5755 2.5463 -3.8686 1.0961 5.0502
60.0521 -6.8143 -0.6927 -5.5290 5.3588 -7.3062
45.0134 0.9462 -2.9707 2.7260 -2.6827 -9.4795
88.8168 4.6502 0.6554 0.1757 2.2873 -5.3625
164.0259 8.4755 6.4730 -2.6891 3.5085 7.3464
106.2881 -6.3388 6.4684 -8.1534 5.6375 0.3496
80.8265 -7.5832 -3.5999 6.7474 -4.2585 -1.5115
61.6668 -6.3443 0.8243 -5.6673 6.0802 -8.1764
75.8808 -0.1959 1.7228 -2.8936 7.3775 -9.6306
18.7679 -0.7026 -0.5806 -1.9702 -7.2245 -8.9155
68.9371 9.0265 3.6957 -9.4357 4.0901 -7.0800
71.8952 5.2296 -8.4065 -5.6454 -4.9178 3.9891
146.4394 -9.5273 8.8753 3.2544 1.8546 4.2095
94.3108 -2.9872 -2.2073 3.8934 -4.2546 1.4192
31.6070 5.1213 -5.4164 -4.8689 -1.1470 -8.6933
121.7936 -2.8858 2.6073 5.4044 -8.7553 7.6380
30.8821 -3.3811 -4.6271 0.4626 -8.7195 -4.5905
98.6366 -6.5439 7.7553 -6.1256 9.1528 -5.7186
108.2868 4.9933 9.1263 6.9302 -8.6358 -0.2661
99.4511 9.6874 2.9509 -5.4188 1.8177 -1.4005
189.0451 0.9022 5.7587 9.0112 1.2267 8.9091
74.0323 -4.1773 -2.0406 -5.7362 -7.0587 5.5659
61.3095 2.4251 4.4710 -3.7796 0.5472 -8.1876
89.8732 -2.0965 -5.6046 2.8652 -0.2293 -0.9060
116.5763 -9.8806 8.0459 2.7912 -6.7824 5.8233
173.1611 0.7939 6.8887 4.5925 6.8871 3.4345
203.5589 2.6457 4.8438 9.8906 8.9992 5.0899
85.0893 -2.7946 6.9680 -4.5614 6.8945 -7.9651
97.4414 -5.7813 -1.7528 -1.1890 -9.1951 9.4189
82.9621 -2.4759 7.2440 -3.0188 -5.5958 0.4393
